user_id,monthly_income,weekly_wage,checking_balance,savings_balance,total_needs,total_wants,actual_savings,savings_rate,num_expenses,budget_status,needs_groceries,needs_rent_mortgage,needs_utilities,needs_gas_transport,needs_insurance,needs_bills,needs_healthcare,needs_childcare,needs_other,wants_dining_out,wants_entertainment,wants_shopping,wants_subscriptions,wants_hobbies,wants_travel,wants_personal_care,wants_gifts,wants_other
467,19933.26,4603.52,6565.32,5769.21,11656.55,5408.97,2867.74,0.1439,16,healthy,1907.34,4249.52,1031.75,926.97,1259.88,818.95,711.55,750.59,0.0,843.92,0.0,1092.61,318.86,763.91,439.86,892.87,544.67,512.27
468,1996.2,461.02,1014.29,1316.37,1032.58,359.24,604.38,0.3028,15,healthy,199.14,415.83,90.8,90.02,109.59,62.92,64.28,0.0,0.0,0.0,49.1,68.96,28.45,17.97,57.84,29.52,67.25,40.15
469,2418.92,558.64,897.88,453.05,1528.2,629.54,261.18,0.108,17,healthy,250.22,619.3,102.01,176.84,90.36,78.91,77.14,97.27,36.15,0.0,94.61,128.97,23.0,111.17,85.76,99.8,53.67,32.56
470,6096.53,1407.97,2362.82,1967.79,4125.88,884.18,1086.47,0.1782,13,healthy,503.21,1982.49,348.43,368.81,312.87,309.51,204.12,0.0,96.44,245.97,326.3,0.0,0.0,0.0,91.12,0.0,91.44,129.35
471,15583.89,3599.05,6184.85,4239.22,10210.77,2953.61,2419.51,0.1553,12,healthy,2018.8,3494.77,880.03,999.62,883.41,767.62,389.64,776.88,0.0,0.0,704.58,1403.03,145.62,0.0,700.38,0.0,0.0,0.0
472,13633.58,3148.63,900.7,1093.77,8838.03,2327.0,2468.55,0.1811,11,healthy,1182.18,4271.43,830.36,905.83,739.17,526.95,382.11,0.0,0.0,0.0,880.51,746.24,0.0,588.32,0.0,0.0,0.0,111.93
473,4896.85,1130.91,691.32,720.69,2758.4,961.22,1177.23,0.2404,13,healthy,406.27,1289.91,290.77,212.99,235.14,142.29,181.03,0.0,0.0,0.0,94.22,349.21,0.0,184.9,0.0,118.77,96.97,117.15
474,10416.6,2405.68,2776.61,6212.66,6087.81,2060.58,2268.21,0.2177,15,healthy,1118.7,2116.9,509.41,792.82,571.33,360.0,397.21,0.0,221.44,332.13,519.14,552.46,151.05,248.52,0.0,0.0,178.43,78.85
475,5621.72,1298.32,4192.59,2855.08,3352.97,835.94,1432.81,0.2549,12,healthy,676.98,1501.41,246.73,267.33,352.17,183.95,124.4,0.0,0.0,0.0,0.0,444.95,0.0,74.35,161.92,0.0,46.39,108.33
476,6855.18,1583.18,0,0,5264.73,1798.3,-207.85,-0.0303,15,over,759.56,2425.0,359.94,401.48,391.16,345.36,209.54,241.37,131.32,0.0,0.0,563.59,156.21,177.15,361.1,323.16,0.0,217.09
477,4864.97,1123.55,343.06,197.43,3349.86,844.6,670.51,0.1378,13,healthy,411.16,1621.59,258.38,342.01,252.8,169.97,178.23,0.0,115.72,240.88,112.92,191.23,0.0,233.69,0.0,0.0,0.0,65.88
478,6700.75,1547.52,444.18,493.15,4536.64,1288.16,875.95,0.1307,14,healthy,581.18,2395.76,248.72,317.48,395.28,319.47,180.31,0.0,98.44,386.15,0.0,253.97,119.28,0.0,115.88,278.83,0.0,134.05
479,4067.54,939.39,570.38,459.78,2655.74,1219.5,192.3,0.0473,15,tight,381.96,1296.16,240.31,252.62,188.54,173.87,122.28,0.0,0.0,256.34,61.91,320.47,117.0,113.53,190.7,0.0,54.32,105.23
480,17289.29,3992.91,1462.54,2746.81,11361.82,5204.83,722.64,0.0418,15,tight,1503.54,4303.83,909.17,1302.08,967.67,685.09,531.65,811.74,347.05,1411.78,0.0,1403.87,0.0,834.34,0.0,914.45,171.56,468.83
481,2115.92,488.67,490.76,561.54,1277.8,674.46,163.66,0.0773,17,tight,219.51,504.11,78.72,122.15,132.41,105.44,81.46,0.0,34.0,85.85,113.76,133.53,25.72,65.04,99.77,55.65,57.0,38.14
482,13914.15,3213.43,118.79,70.11,9125.83,4726.61,61.71,0.0044,18,tight,1602.66,3728.55,599.42,778.16,713.06,675.56,403.59,406.54,218.29,216.44,433.0,1441.47,301.69,600.24,745.85,297.16,269.85,420.91
483,4705.8,1086.79,450.27,680.87,3370.93,1109.58,225.29,0.0479,17,tight,421.2,1627.35,201.42,297.38,206.51,227.54,143.65,133.67,112.21,230.34,69.32,198.12,86.29,112.82,155.58,227.16,0.0,29.95
484,5736.01,1324.71,0,0,4134.31,1828.75,-227.05,-0.0396,16,over,717.9,1970.0,247.69,355.57,263.13,233.11,214.86,0.0,132.05,504.92,289.17,452.66,142.46,0.0,51.91,89.6,172.33,125.7
485,6070.25,1401.91,1448.24,1550.83,3198.55,1610.85,1260.85,0.2077,14,healthy,494.56,1231.45,347.96,357.92,296.26,309.19,161.21,0.0,0.0,329.01,0.0,504.74,153.22,274.8,98.12,0.0,114.62,136.34
486,5856.18,1352.47,1570.27,1152.79,3653.21,1346.17,856.8,0.1463,15,healthy,483.65,1584.09,272.42,370.43,317.78,216.19,178.81,229.84,0.0,0.0,197.4,433.69,0.0,92.96,110.7,185.15,190.43,135.84
487,8168.61,1886.52,784.21,355.24,6162.65,1699.93,306.03,0.0375,16,tight,884.38,2820.46,400.1,438.05,439.58,326.04,258.78,398.27,196.99,163.15,393.34,521.94,144.73,259.32,149.01,0.0,0.0,68.44
488,17863.51,4125.52,1748.07,1246.59,11068.61,3369.74,3425.16,0.1917,15,healthy,1896.37,4502.82,1096.01,849.76,1048.12,666.08,620.27,0.0,389.18,787.82,253.64,533.69,0.0,472.36,0.0,728.65,461.62,131.96
489,4827.53,1114.9,1262.2,571.22,2577.66,643.87,1606.0,0.3327,11,healthy,488.12,1128.91,217.97,205.06,203.16,154.96,179.48,0.0,0.0,0.0,150.12,0.0,0.0,0.0,174.55,0.0,148.04,171.16
490,3225.1,744.83,263.78,244.59,1572.38,861.06,791.66,0.2455,14,healthy,235.7,687.6,134.84,172.92,151.64,99.11,90.57,0.0,0.0,0.0,208.67,73.56,0.0,145.75,103.39,112.4,115.1,102.19
491,1819.3,420.16,192.76,108.26,1176.69,497.37,145.24,0.0798,16,tight,151.22,558.88,83.05,100.38,72.42,80.15,45.85,84.74,0.0,39.4,94.09,69.88,0.0,76.66,76.86,81.63,22.23,36.62
492,4713.47,1088.56,837.26,261.85,2802.93,1299.69,610.85,0.1296,14,healthy,410.1,1420.43,296.74,217.46,165.39,150.25,142.56,0.0,0.0,172.05,0.0,440.23,154.05,161.73,103.47,0.0,149.82,118.34
493,3942.61,910.53,114.5,153.72,2778.77,1121.64,42.2,0.0107,16,tight,426.06,1268.91,214.38,281.86,243.34,153.2,135.75,0.0,55.27,329.78,265.35,116.39,55.42,0.0,72.52,74.64,111.23,96.31
494,1793.77,414.27,0,0,1308.05,564.53,-78.81,-0.0439,17,over,191.95,585.69,87.43,133.97,79.31,66.45,55.41,66.57,41.27,147.13,103.1,103.1,15.76,0.0,94.34,16.34,29.23,55.53
495,3323.99,767.67,183.0,197.1,2165.59,757.09,401.31,0.1207,15,healthy,328.63,1160.01,116.42,168.47,141.54,123.23,74.82,0.0,52.47,244.73,157.49,0.0,20.75,66.39,44.09,150.25,0.0,73.39
496,3907.48,902.42,305.54,112.98,2411.77,1343.8,151.91,0.0389,16,tight,332.18,1116.98,148.95,232.48,201.09,167.1,118.95,0.0,94.04,304.15,182.44,324.06,106.29,44.45,0.0,188.9,62.74,130.77
497,6109.23,1410.91,2107.82,2005.9,3340.66,581.17,2187.4,0.358,12,healthy,577.51,1520.75,349.17,260.79,287.46,201.22,143.76,0.0,0.0,197.99,0.0,135.91,54.17,67.73,125.37,0.0,0.0,0.0
498,11167.44,2579.09,1320.81,529.74,7027.97,3382.16,757.31,0.0678,15,tight,925.56,3310.19,678.94,603.01,453.06,519.74,323.5,0.0,213.97,0.0,0.0,1156.59,280.3,513.06,420.61,517.8,97.86,395.94
499,5794.45,1338.21,1984.45,1027.75,3468.76,1094.82,1230.87,0.2124,14,healthy,739.53,1375.47,213.34,330.25,284.98,192.72,182.34,0.0,150.13,275.66,0.0,0.0,154.61,0.0,251.83,117.3,157.68,137.74
500,5289.72,1221.64,351.36,153.45,3668.71,1165.58,455.43,0.0861,15,tight,666.72,1698.79,220.78,401.21,272.18,202.6,113.58,0.0,92.85,323.7,313.36,0.0,138.65,0.0,170.26,54.56,106.96,58.09
